class,id,reading,english,source
verb-te,0x017f,まつ,,
verb-te,0x019e,かつ,,
verb-te,0x01a9,でる,,
verb-te,0x01b6,でて,,
verb-te,0x01f1,おの,,
verb-te,0x0004,Ｑ,,
verb-te,0x0009,Ｌ,,
verb-te,0x0112,Ｚ,,
verb-te,0x019f,え,,
verb-te,0x000a,リスタートして,,
verb-te,0x01ae,ゼンマイを巻く,,
verb-te,0x01af,クイットして,,
verb-te,0x00ab,パンクさせて,,
verb-te,0x0101,カギを掛けて,,
verb-te,0x0102,カギをかけて,,
verb-te,0x012b,オデツセウス,,
verb-te,0x012c,スキップする,SKIP,direct
verb-te,0x0175,スキップして,,
verb-te,0x017c,スプレーして,,
verb-te,0x0193,カギを開けて,,
verb-te,0x0195,カギをあけて,,
verb-te,0x0198,ボートのあな,,
verb-te,0x000c,ロードして,,
verb-te,0x001a,ノックする,KNOCK,direct
verb-te,0x00e0,ノックして,,
verb-te,0x00fc,ロックして,,
verb-te,0x0128,オデッセイ,,
verb-te,0x0129,オデツセイ,,
verb-te,0x012a,ガラスくず,,
verb-te,0x0003,クイット,,
verb-te,0x0006,キスする,KISS,direct
verb-te,0x01bf,キスして,,
verb-te,0x01ee,ロード,,
verb-te,0x0011,セーブ,,
verb-te,0x0013,スコア,,
verb-te,0x0015,バグ,,
verb-te,0x00be,悪魔ばらいをして,,
verb-te,0x0020,印刷を中止して,,
verb-te,0x00bd,悪魔払いをして,,
verb-te,0x001e,印刷をやめて,,
verb-te,0x0150,引き上げて,,
verb-te,0x0151,引きあげて,,
verb-te,0x001c,印刷して,,
verb-te,0x0032,移動して,,
verb-te,0x0121,引っぱる,,
verb-te,0x0122,握って,,
verb-te,0x0039,飲む,DRINK,direct
verb-te,0x00b3,引く,PULL,direct
verb-te,0x011f,悪霊,,
verb-te,0x0185,下をのぞいて,,
verb-te,0x0070,火をつけて,,
verb-te,0x00ed,火をともす,,
verb-te,0x00ee,泳いで渡る,SWIM ACROSS,direct
verb-te,0x0184,下を覗いて,,
verb-te,0x01d7,隠しとびら,,
verb-te,0x0028,応答して,,
verb-te,0x00ec,下を覗く,LOOK UNDER,direct
verb-te,0x01d6,加える,ADD,direct
verb-te,0x002a,加えて,,
verb-te,0x008e,横ぎる,,
verb-te,0x008f,壊して,,
verb-te,0x00db,下げて,,
verb-te,0x00dd,回して,,
verb-te,0x013c,演じて,,
verb-te,0x0036,壊す,BREAK,direct
verb-te,0x00a5,回す,ROTATE,direct
verb-te,0x0125,泳ぐ,SWIM,direct
verb-te,0x0182,恩恵,,
verb-te,0x00e8,外に出る,EXIT,direct
verb-te,0x01b7,外に出て,,
verb-te,0x01b8,外にでる,,
verb-te,0x00ad,開けて,,
verb-te,0x00af,巻く,COIL,direct
verb-te,0x011d,岸壁,,
verb-te,0x01fc,記録を中止して,,
verb-te,0x0144,空気を入れて,,
verb-te,0x0145,空気をいれて,,
verb-te,0x01fa,記録をやめて,,
verb-te,0x009b,空気をぬく,,
verb-te,0x009c,空気ぽんぷ,,
verb-te,0x015b,強奪して,,
verb-te,0x01f8,記録して,,
verb-te,0x01a0,叫んで,,
verb-te,0x00ea,祈る,PRAY,direct
verb-te,0x0142,叫ぶ,SCREAM,direct
verb-te,0x01b2,空気,,
verb-te,0x00fd,鍵を掛けて,,
verb-te,0x00fe,鍵をかけて,,
verb-te,0x0190,鍵を開けて,,
verb-te,0x0191,鍵をあけて,,
verb-te,0x0196,血まみれの,,
verb-te,0x004f,後退して,,
verb-te,0x0069,呼吸して,,
verb-te,0x00c4,見つけて,,
verb-te,0x0105,見上げる,LOOK UP,direct
verb-te,0x0108,見上げて,,
verb-te,0x0109,見あげて,,
verb-te,0x010c,見おろす,,
verb-te,0x010d,後悔する,REPENT,direct
verb-te,0x015f,後悔して,,
verb-te,0x0104,掲げる,HOLD UP,direct
verb-te,0x0154,掲げて,,
verb-te,0x004e,掘る,DIG,direct
verb-te,0x00b1,見る,LOOK,direct
verb-te,0x0110,見て,,
verb-te,0x016d,呼ぶ,CALL,direct
verb-te,0x016f,結ぶ,TIE,direct
verb-te,0x018c,古い,OLD,direct
verb-te,0x000e,再スタートして,,
verb-te,0x000f,再すたーとして,,
verb-te,0x003f,攻撃して,,
verb-te,0x0074,降りて,,
verb-te,0x00d9,作って,,
verb-te,0x0169,告げて,,
verb-te,0x0078,行く,GO,direct
verb-te,0x0082,刻む,CARVE,direct
verb-te,0x0099,作る,MAKE,direct
verb-te,0x0117,塞ぐ,BLOCK,direct
verb-te,0x0140,広告,,
verb-te,0x00cc,呪文をとなえて,,
verb-te,0x00cb,呪文を唱えて,,
verb-te,0x0134,取り上げて,,
verb-te,0x0135,取りあげて,,
verb-te,0x014c,持ち上げて,,
verb-te,0x014d,持ちあげて,,
verb-te,0x019b,自由にして,,
verb-te,0x0138,取りだす,,
verb-te,0x0139,紙まっち,,
verb-te,0x01d2,捨てて,,
verb-te,0x0041,呪う,DAMN,direct
verb-te,0x0095,取る,TAKE,direct
verb-te,0x0132,寺院,,
verb-te,0x01e0,刺す,STAB,direct
verb-te,0x01f0,死体,BODY,direct
verb-te,0x0018,詳しく表示して,,
verb-te,0x0179,飾りのある,,
verb-te,0x004a,傷つけて,,
verb-te,0x005d,乗りこむ,,
verb-te,0x005e,上に乗る,MOUNT,direct
verb-te,0x0061,上にのる,,
verb-te,0x0063,上陸して,,
verb-te,0x014a,上げて,,
verb-te,0x0057,乗る,RIDE,direct
verb-te,0x005b,蹴る,KICK,direct
verb-te,0x00de,拾う,PICK UP,direct
verb-te,0x0130,臭う,SNIFF,direct
verb-te,0x0177,勝つ,WIN,direct
verb-te,0x01a8,出る,GO OUT,direct
verb-te,0x01b5,出て,,
verb-te,0x01da,象牙,,
verb-te,0x00b7,水をかけて,,
verb-te,0x00e2,水におろす,,
verb-te,0x00e3,振り上げる,SWING,direct
verb-te,0x0156,振り上げて,,
verb-te,0x0157,振り挙げて,,
verb-te,0x0158,振りあげて,,
verb-te,0x0189,振り返って,,
verb-te,0x01c5,振り向いて,,
verb-te,0x01e8,診断する,,
verb-te,0x0001,診断して,,
verb-te,0x0053,吹きけす,,
verb-te,0x0054,吹き込む,BLOW IN,direct
verb-te,0x0065,吹きこむ,,
verb-te,0x0066,進水して,,
verb-te,0x013e,栓をして,,
verb-te,0x0188,振り返る,TURN AROUND,direct
verb-te,0x01c4,振り向く,TURN,direct
verb-te,0x01c8,振りむく,,
verb-te,0x01c9,青いとり,,
verb-te,0x008c,数えて,,
verb-te,0x00b9,食べて,,
verb-te,0x0166,触れて,,
verb-te,0x0097,進水,LAUNCH,direct
verb-te,0x00e6,触る,TOUCH,direct
verb-te,0x0164,振る,SHAKE,direct
verb-te,0x0171,神殿,,
verb-te,0x01e2,石塚,,
verb-te,0x01ea,大声をあげて,,
verb-te,0x0180,滞在して,,
verb-te,0x004c,捜す,SEARCH,direct
verb-te,0x00c6,待つ,WAIT,direct
verb-te,0x019d,船外,,
verb-te,0x007e,跳び越える,JUMP OVER,direct
verb-te,0x00d1,跳び越えて,,
verb-te,0x00d2,跳びこえて,,
verb-te,0x007c,跳び越す,LEAP,direct
verb-te,0x00d5,跳びこす,,
verb-te,0x00d6,追い剥ぎ,,
verb-te,0x00bb,調べて,,
verb-te,0x0173,跳ねて,,
verb-te,0x002c,叩く,,
verb-te,0x0048,注ぐ,POUR,direct
verb-te,0x00b5,追う,CHASE,direct
verb-te,0x00c8,跳ぶ,JUMP,direct
verb-te,0x00cf,聴く,,
verb-te,0x00fa,着る,,
verb-te,0x0148,着て,,
verb-te,0x015d,叩く,,
verb-te,0x01f2,通る,PASS,direct
verb-te,0x01f4,彫刻,,
verb-te,0x0043,突きさす,,
verb-te,0x0044,灯もして,,
verb-te,0x00f6,点灯して,,
verb-te,0x0022,答えて,,
verb-te,0x002e,入れて,,
verb-te,0x0030,投げて,,
verb-te,0x0034,登って,,
verb-te,0x00f1,点けて,,
verb-te,0x00f4,読んで,,
verb-te,0x011b,渡して,,
verb-te,0x0076,入る,GO IN,direct
verb-te,0x007a,渡る,GO ACROSS,direct
verb-te,0x0092,突く,POKE,direct
verb-te,0x00a9,灯す,KINDLE,direct
verb-te,0x00f3,読む,READ,direct
verb-te,0x0113,塗る,APPLY,direct
verb-te,0x0115,渡す,HAND,direct
verb-te,0x01bd,泥棒,,
verb-te,0x0051,爆破して,,
verb-te,0x00a7,破壊して,,
verb-te,0x01cc,覗きこむ,,
verb-te,0x01cd,燃やす,BURN UP,direct
verb-te,0x006e,覗いて,,
verb-te,0x01d0,番号,,
verb-te,0x003b,抱き締めて,,
verb-te,0x003c,抱きしめて,,
verb-te,0x01a3,返答する,RESPOND,direct
verb-te,0x0024,返答して,,
verb-te,0x0026,返事して,,
verb-te,0x01a2,宝の部屋,,
verb-te,0x01dc,宝のへや,,
verb-te,0x01dd,不気味な,,
verb-te,0x0084,閉じて,,
verb-te,0x0086,閉めて,,
verb-te,0x0080,聞く,ASK,direct
verb-te,0x00f8,宝石,,
verb-te,0x00a3,魔法をかけて,,
verb-te,0x0059,膨らませて,,
verb-te,0x009f,魔法をとく,,
verb-te,0x00a0,木の手すり,,
verb-te,0x0088,命令して,,
verb-te,0x008a,命じて,,
verb-te,0x00c1,鳴らす,RING,direct
verb-te,0x0161,紡いで,,
verb-te,0x006b,紡ぐ,,
verb-te,0x018e,望む,WISH,direct
verb-te,0x01b0,黙れ,,
verb-te,0x01e6,明り,,
verb-te,0x0119,立って,,
verb-te,0x01a6,与える,GIVE,direct
verb-te,0x01bb,与えて,,
verb-te,0x01d4,落ち葉,,
verb-te,0x017e,容器,,
verb-te,0x016b,漏れ,,
direction,0x033a,ほくとう,,
direction,0x033b,なんせい,BAR,id-prop
direction,0x033c,なんとう,,
direction,0x033d,それから,,
direction,0x0335,ひがし,,
direction,0x0336,そして,,
direction,0x0334,にし,,
direction,0x0337,した,,
direction,0x0338,うえ,,
direction,0x0339,ＮＷ,,
direction,0x033a,ＮＥ,,
direction,0x033b,ＳＷ,BAR,id-prop
direction,0x033c,ＳＥ,,
direction,0x033d,Ｉ,,
direction,0x0334,Ｓ,,
direction,0x0335,Ｅ,,
direction,0x0336,Ｗ,,
direction,0x0337,Ｄ,,
direction,0x0338,Ｕ,,
direction,0x033c,南東,,
direction,0x033d,土,,
direction,0x0335,東,,
direction,0x033a,北東,,
direction,0x033b,棒,BAR,direct
